subject,trial,study_time,item_type,trial_type,response
subj15,222,1,picture,target,1
subj15,223,1,picture,target,1
subj15,224,1,picture,target,0
subj15,225,1,picture,target,1
subj15,226,1,picture,target,1
subj15,227,1,picture,target,1
subj15,228,1,picture,target,1
subj15,229,1,picture,target,1
subj15,230,1,picture,target,1
subj15,231,1,picture,target,1
subj15,232,1,picture,target,0
subj15,233,1,picture,target,1
subj15,234,1,picture,target,1
subj15,235,1,picture,target,0
subj15,236,1,picture,target,1
subj15,237,1,picture,target,0
subj15,238,1,picture,target,0
subj15,239,1,picture,target,1
subj15,240,1,picture,target,0
subj15,241,1,picture,target,1
subj15,242,1,picture,target,0
subj15,243,1,picture,target,0
subj15,244,1,picture,target,1
subj15,245,1,picture,target,1
subj15,246,1,picture,target,1
subj15,247,1,picture,target,1
subj15,248,1,picture,target,1
subj15,249,1,picture,target,0
subj15,250,1,picture,target,1
subj15,251,1,picture,target,1
subj15,252,1,picture,target,1
subj15,253,1,picture,target,1
subj15,254,1,picture,target,1
subj15,255,1,picture,target,1
subj15,256,1,picture,target,1
subj15,257,1,picture,target,1
subj15,258,1,picture,target,1
subj15,259,1,picture,target,1
subj15,260,1,picture,target,1
subj15,261,1,picture,target,1
subj15,262,1,picture,target,1
subj15,263,1,picture,target,1
subj15,264,1,picture,target,1
subj15,265,1,picture,target,1
subj15,266,1,picture,target,1
subj15,267,1,picture,target,1
subj15,268,1,picture,target,1
subj15,269,1,picture,target,1
subj15,270,1,picture,target,1
subj15,271,1,picture,target,1
subj15,272,1,picture,target,1
subj15,273,1,picture,target,1
subj15,274,1,picture,target,1
subj15,275,1,picture,target,1
subj15,276,1,picture,target,1
subj15,277,1,picture,target,1
subj15,278,1,picture,target,1
subj15,279,1,picture,target,1
subj15,280,1,picture,target,1
subj15,281,1,picture,target,0
subj15,282,1,picture,target,1
subj15,283,1,picture,target,1
subj15,284,1,picture,target,1
subj15,285,1,picture,target,1
subj15,286,1,picture,target,1
subj15,287,1,picture,target,1
subj15,288,1,picture,target,1
subj15,289,1,picture,target,1
subj15,290,1,picture,target,0
subj15,291,1,picture,target,1
subj15,292,1,picture,target,1
subj15,293,1,picture,target,0
subj15,294,1,picture,target,0
subj15,295,1,picture,target,1
subj15,296,1,picture,target,1
subj15,297,1,picture,target,1
subj15,298,1,picture,target,0
subj15,299,1,picture,target,1
subj15,300,1,picture,target,1
subj15,301,1,picture,lure,1
subj15,302,1,picture,lure,0
subj15,303,1,picture,lure,0
subj15,304,1,picture,lure,0
subj15,305,1,picture,lure,0
subj15,306,1,picture,lure,0
subj15,307,1,picture,lure,0
subj15,308,1,picture,lure,0
subj15,309,1,picture,lure,0
subj15,310,1,picture,lure,0
subj15,311,1,picture,lure,0
subj15,312,1,picture,lure,0
subj15,313,1,picture,lure,0
subj15,314,1,picture,lure,0
subj15,315,1,picture,lure,0
subj15,316,1,picture,lure,0
subj15,317,1,picture,lure,0
subj15,318,1,picture,lure,0
subj15,319,1,picture,lure,0
subj15,320,1,picture,lure,0
subj15,321,1,picture,lure,0
subj15,322,1,picture,lure,1
subj15,323,1,picture,lure,0
subj15,324,1,picture,lure,0
subj15,325,1,picture,lure,0
subj15,326,1,picture,lure,0
subj15,327,1,picture,lure,1
subj15,328,1,picture,lure,0
subj15,329,1,picture,lure,0
subj15,330,1,picture,lure,0
subj15,331,1,picture,lure,0
subj15,332,1,picture,lure,0
subj15,333,1,picture,lure,0
subj15,334,1,picture,lure,0
subj15,335,1,picture,lure,0
subj15,336,1,picture,lure,1
subj15,337,1,picture,lure,0
subj15,338,1,picture,lure,0
subj15,339,1,picture,lure,1
subj15,340,1,picture,lure,0
subj15,341,1,picture,lure,0
subj15,342,1,picture,lure,0
subj15,343,1,picture,lure,0
subj15,344,1,picture,lure,1
subj15,345,1,picture,lure,0
subj15,346,1,picture,lure,0
subj15,347,1,picture,lure,0
subj15,348,1,picture,lure,0
subj15,349,1,picture,lure,1
subj15,350,1,picture,lure,0
subj15,351,1,picture,lure,0
subj15,352,1,picture,lure,0
subj15,353,1,picture,lure,1
subj15,354,1,picture,lure,0
subj15,355,1,picture,lure,0
subj15,356,1,picture,lure,0
subj15,357,1,picture,lure,0
subj15,358,1,picture,lure,0
subj15,359,1,picture,lure,1
subj15,360,1,picture,lure,0
subj15,361,1,picture,lure,0
subj15,362,1,picture,lure,1
subj15,363,1,picture,lure,1
subj15,364,1,picture,lure,0
subj15,365,1,picture,lure,0
subj15,366,1,picture,lure,1
subj15,367,1,picture,lure,0
subj15,368,1,picture,lure,0
subj15,369,1,picture,lure,0
subj15,370,1,picture,lure,0
subj15,371,1,picture,lure,0
subj15,372,1,picture,lure,1
subj15,373,1,picture,lure,0
subj15,374,1,picture,lure,0
subj15,375,1,picture,lure,0
subj15,376,1,picture,lure,0
subj15,377,1,picture,lure,0
subj15,378,1,picture,lure,0
subj15,379,1,picture,lure,0
subj15,380,1,picture,lure,0
subj15,381,1,picture,lure,0
subj15,382,1,picture,lure,0
subj15,383,1,picture,lure,0
subj15,384,1,picture,lure,0
subj15,385,1,picture,lure,1
subj15,386,1,picture,lure,0
subj15,387,1,picture,lure,1
subj15,388,1,picture,lure,0
subj15,389,1,picture,lure,0
subj15,390,1,picture,lure,0
subj15,391,1,picture,lure,0
subj15,392,1,picture,lure,1
subj15,393,1,picture,lure,0
subj15,394,1,picture,lure,0
subj15,395,1,picture,lure,1
subj15,396,1,picture,lure,0
subj15,397,1,picture,lure,0
subj15,398,1,picture,lure,0
subj15,399,1,picture,lure,0
subj15,400,1,picture,lure,0
subj15,401,2,word,target,1
subj15,402,2,word,target,0
subj15,403,2,word,target,1
subj15,404,2,word,target,1
subj15,405,2,word,target,0
subj15,406,2,word,target,1
subj15,407,2,word,target,0
subj15,408,2,word,target,1
subj15,409,2,word,target,1
subj15,410,2,word,target,1
subj15,411,2,word,target,0
subj15,412,2,word,target,1
subj15,413,2,word,target,1
subj15,414,2,word,target,0
subj15,415,2,word,target,1
subj15,416,2,word,target,1
subj15,417,2,word,target,1
subj15,418,2,word,target,0
subj15,419,2,word,target,1
subj15,420,2,word,target,1
subj15,421,2,word,target,1
subj15,422,2,word,target,1
subj15,423,2,word,target,1
subj15,424,2,word,target,0
subj15,425,2,word,target,0
subj15,426,2,word,target,1
subj15,427,2,word,target,1
subj15,428,2,word,target,1
subj15,429,2,word,target,1
subj15,430,2,word,target,1
subj15,431,2,word,target,1
subj15,432,2,word,target,1
subj15,433,2,word,target,1
subj15,434,2,word,target,1
subj15,435,2,word,target,0
subj15,436,2,word,target,0
subj15,437,2,word,target,1
subj15,438,2,word,target,1
subj15,439,2,word,target,0
subj15,440,2,word,target,1
subj15,441,2,word,target,1
subj15,442,2,word,target,1
subj15,443,2,word,target,1
subj15,444,2,word,target,1
subj15,445,2,word,target,1
subj15,446,2,word,target,1
subj15,447,2,word,target,1
subj15,448,2,word,target,1
subj15,449,2,word,target,1
subj15,450,2,word,target,1
subj15,451,2,word,target,1
subj15,452,2,word,target,0
subj15,453,2,word,target,1
subj15,454,2,word,target,1
subj15,455,2,word,target,1
subj15,456,2,word,target,0
subj15,457,2,word,target,1
subj15,458,2,word,target,1
subj15,459,2,word,target,1
subj15,460,2,word,target,1
subj15,461,2,word,target,1
subj15,462,2,word,target,1
subj15,463,2,word,target,1
subj15,464,2,word,target,1
subj15,465,2,word,target,1
subj15,466,2,word,target,1
subj15,467,2,word,target,1
subj15,468,2,word,target,1
subj15,469,2,word,target,1
subj15,470,2,word,target,1
subj15,471,2,word,target,0
subj15,472,2,word,target,1
subj15,473,2,word,target,1
subj15,474,2,word,target,1
subj15,475,2,word,target,0
subj15,476,2,word,target,1
subj15,477,2,word,target,0
subj15,478,2,word,target,1
subj15,479,2,word,target,1
subj15,480,2,word,target,0
subj15,481,2,word,target,0
subj15,482,2,word,target,0
subj15,483,2,word,target,1
subj15,484,2,word,target,1
subj15,485,2,word,target,0
subj15,486,2,word,target,1
subj15,487,2,word,target,1
subj15,488,2,word,target,1
subj15,489,2,word,target,0
subj15,490,2,word,target,1
subj15,491,2,word,target,0
subj15,492,2,word,target,1
subj15,493,2,word,target,1
subj15,494,2,word,target,0
subj15,495,2,word,target,0
subj15,496,2,word,target,1
subj15,497,2,word,target,1
subj15,498,2,word,target,1
subj15,499,2,word,target,0
subj15,500,2,word,target,0
subj15,501,2,word,lure,0
subj15,502,2,word,lure,0
subj15,503,2,word,lure,0
subj15,504,2,word,lure,0
subj15,505,2,word,lure,1
subj15,506,2,word,lure,1
subj15,507,2,word,lure,0
subj15,508,2,word,lure,0
subj15,509,2,word,lure,0
subj15,510,2,word,lure,0
subj15,511,2,word,lure,1
subj15,512,2,word,lure,1
subj15,513,2,word,lure,0
subj15,514,2,word,lure,0
subj15,515,2,word,lure,0
subj15,516,2,word,lure,0
subj15,517,2,word,lure,0
subj15,518,2,word,lure,0
subj15,519,2,word,lure,0
subj15,520,2,word,lure,0
subj15,521,2,word,lure,0
subj15,522,2,word,lure,1
subj15,523,2,word,lure,1
subj15,524,2,word,lure,0
subj15,525,2,word,lure,0
subj15,526,2,word,lure,0
subj15,527,2,word,lure,0
subj15,528,2,word,lure,0
subj15,529,2,word,lure,0
subj15,530,2,word,lure,0
subj15,531,2,word,lure,0
subj15,532,2,word,lure,0
subj15,533,2,word,lure,0
subj15,534,2,word,lure,0
subj15,535,2,word,lure,0
subj15,536,2,word,lure,0
subj15,537,2,word,lure,0
subj15,538,2,word,lure,0
subj15,539,2,word,lure,0
subj15,540,2,word,lure,0
subj15,541,2,word,lure,0
subj15,542,2,word,lure,0
subj15,543,2,word,lure,0
subj15,544,2,word,lure,0
subj15,545,2,word,lure,1
subj15,546,2,word,lure,0
subj15,547,2,word,lure,0
subj15,548,2,word,lure,0
subj15,549,2,word,lure,0
subj15,550,2,word,lure,0
subj15,551,2,word,lure,0
subj15,552,2,word,lure,0
subj15,553,2,word,lure,0
subj15,554,2,word,lure,0
subj15,555,2,word,lure,0
subj15,556,2,word,lure,0
subj15,557,2,word,lure,1
subj15,558,2,word,lure,0
subj15,559,2,word,lure,0
subj15,560,2,word,lure,0
subj15,561,2,word,lure,0
subj15,562,2,word,lure,0
subj15,563,2,word,lure,0
subj15,564,2,word,lure,0
subj15,565,2,word,lure,0
subj15,566,2,word,lure,0
subj15,567,2,word,lure,0
subj15,568,2,word,lure,0
subj15,569,2,word,lure,0
subj15,570,2,word,lure,0
subj15,571,2,word,lure,0
subj15,572,2,word,lure,0
subj15,573,2,word,lure,0
subj15,574,2,word,lure,0
subj15,575,2,word,lure,0
subj15,576,2,word,lure,0
subj15,577,2,word,lure,1
subj15,578,2,word,lure,1
subj15,579,2,word,lure,0
subj15,580,2,word,lure,1
subj15,581,2,word,lure,1
subj15,582,2,word,lure,0
subj15,583,2,word,lure,0
subj15,584,2,word,lure,0
subj15,585,2,word,lure,0
subj15,586,2,word,lure,0
subj15,587,2,word,lure,0
subj15,588,2,word,lure,0
subj15,589,2,word,lure,0
subj15,590,2,word,lure,0
subj15,591,2,word,lure,0
subj15,592,2,word,lure,0
subj15,593,2,word,lure,0
subj15,594,2,word,lure,0
subj15,595,2,word,lure,0
subj15,596,2,word,lure,0
subj15,597,2,word,lure,0
subj15,598,2,word,lure,0
subj15,599,2,word,lure,0
subj15,600,2,word,lure,0
subj15,601,2,picture,target,1
subj15,602,2,picture,target,1
subj15,603,2,picture,target,0
subj15,604,2,picture,target,1
subj15,605,2,picture,target,0
subj15,606,2,picture,target,0
subj15,607,2,picture,target,1
subj15,608,2,picture,target,1
subj15,609,2,picture,target,0
subj15,610,2,picture,target,1
subj15,611,2,picture,target,1
subj15,612,2,picture,target,0
subj15,613,2,picture,target,1
subj15,614,2,picture,target,1
subj15,615,2,picture,target,1
subj15,616,2,picture,target,1
subj15,617,2,picture,target,1
subj15,618,2,picture,target,1
subj15,619,2,picture,target,1
subj15,620,2,picture,target,0
subj15,621,2,picture,target,1
subj15,622,2,picture,target,1
subj15,623,2,picture,target,1
subj15,624,2,picture,target,1
subj15,625,2,picture,target,1
subj15,626,2,picture,target,1
subj15,627,2,picture,target,1
subj15,628,2,picture,target,1
subj15,629,2,picture,target,1
subj15,630,2,picture,target,1
subj15,631,2,picture,target,1
subj15,632,2,picture,target,1
subj15,633,2,picture,target,1
subj15,634,2,picture,target,1
subj15,635,2,picture,target,1
subj15,636,2,picture,target,0
subj15,637,2,picture,target,1
subj15,638,2,picture,target,1
subj15,639,2,picture,target,1
subj15,640,2,picture,target,1
subj15,641,2,picture,target,0
subj15,642,2,picture,target,1
subj15,643,2,picture,target,1
subj15,644,2,picture,target,0
subj15,645,2,picture,target,1
subj15,646,2,picture,target,1
subj15,647,2,picture,target,1
subj15,648,2,picture,target,1
subj15,649,2,picture,target,1
subj15,650,2,picture,target,1
subj15,651,2,picture,target,1
subj15,652,2,picture,target,1
subj15,653,2,picture,target,1
subj15,654,2,picture,target,1
subj15,655,2,picture,target,1
subj15,656,2,picture,target,1
subj15,657,2,picture,target,1
subj15,658,2,picture,target,1
subj15,659,2,picture,target,1
subj15,660,2,picture,target,1
subj15,661,2,picture,target,1
subj15,662,2,picture,target,1
subj15,663,2,picture,target,0
subj15,664,2,picture,target,0
subj15,665,2,picture,target,1
subj15,666,2,picture,target,1
subj15,667,2,picture,target,1
subj15,668,2,picture,target,1
subj15,669,2,picture,target,1
subj15,670,2,picture,target,1
subj15,671,2,picture,target,1
subj15,672,2,picture,target,1
subj15,673,2,picture,target,1
subj15,674,2,picture,target,0
subj15,675,2,picture,target,1
subj15,676,2,picture,target,1
subj15,677,2,picture,target,1
subj15,678,2,picture,target,1
subj15,679,2,picture,target,0
subj15,680,2,picture,target,1
subj15,681,2,picture,target,1
subj15,682,2,picture,target,1
subj15,683,2,picture,target,1
subj15,684,2,picture,target,1
subj15,685,2,picture,target,1
subj15,686,2,picture,target,1
subj15,687,2,picture,target,1
subj15,688,2,picture,target,0
subj15,689,2,picture,target,1
subj15,690,2,picture,target,1
subj15,691,2,picture,target,1
subj15,692,2,picture,target,1
subj15,693,2,picture,target,1
subj15,694,2,picture,target,1
subj15,695,2,picture,target,0
subj15,696,2,picture,target,1
subj15,697,2,picture,target,1
subj15,698,2,picture,target,1
subj15,699,2,picture,target,1
subj15,700,2,picture,target,1
subj15,701,2,picture,lure,0
subj15,702,2,picture,lure,0
subj15,703,2,picture,lure,0
subj15,704,2,picture,lure,0
subj15,705,2,picture,lure,0
subj15,706,2,picture,lure,0
subj15,707,2,picture,lure,0
subj15,708,2,picture,lure,0
subj15,709,2,picture,lure,0
subj15,710,2,picture,lure,0
subj15,711,2,picture,lure,0
subj15,712,2,picture,lure,0
subj15,713,2,picture,lure,0
subj15,714,2,picture,lure,0
subj15,715,2,picture,lure,0
subj15,716,2,picture,lure,0
subj15,717,2,picture,lure,0
subj15,718,2,picture,lure,0
subj15,719,2,picture,lure,0
subj15,720,2,picture,lure,0
subj15,721,2,picture,lure,0
subj15,722,2,picture,lure,0
subj15,723,2,picture,lure,0
subj15,724,2,picture,lure,0
subj15,725,2,picture,lure,0
subj15,726,2,picture,lure,0
subj15,727,2,picture,lure,0
subj15,728,2,picture,lure,1
subj15,729,2,picture,lure,0
subj15,730,2,picture,lure,0
subj15,731,2,picture,lure,0
subj15,732,2,picture,lure,0
subj15,733,2,picture,lure,0
subj15,734,2,picture,lure,0
subj15,735,2,picture,lure,0
subj15,736,2,picture,lure,0
subj15,737,2,picture,lure,0
subj15,738,2,picture,lure,0
subj15,739,2,picture,lure,0
subj15,740,2,picture,lure,0
subj15,741,2,picture,lure,0
subj15,742,2,picture,lure,0
subj15,743,2,picture,lure,1
subj15,744,2,picture,lure,0
subj15,745,2,picture,lure,0
subj15,746,2,picture,lure,0
subj15,747,2,picture,lure,0
subj15,748,2,picture,lure,0
subj15,749,2,picture,lure,0
subj15,750,2,picture,lure,0
subj15,751,2,picture,lure,0
subj15,752,2,picture,lure,0
subj15,753,2,picture,lure,0
subj15,754,2,picture,lure,0
subj15,755,2,picture,lure,1
subj15,756,2,picture,lure,0
subj15,757,2,picture,lure,0
subj15,758,2,picture,lure,0
subj15,759,2,picture,lure,0
subj15,760,2,picture,lure,0
subj15,761,2,picture,lure,0
subj15,762,2,picture,lure,0
subj15,763,2,picture,lure,0
subj15,764,2,picture,lure,0
subj15,765,2,picture,lure,0
subj15,766,2,picture,lure,0
subj15,767,2,picture,lure,0
subj15,768,2,picture,lure,0
subj15,769,2,picture,lure,0
subj15,770,2,picture,lure,0
subj15,771,2,picture,lure,0
subj15,772,2,picture,lure,0
subj15,773,2,picture,lure,1
subj15,774,2,picture,lure,0
subj15,775,2,picture,lure,0
subj15,776,2,picture,lure,0
subj15,777,2,picture,lure,1
subj15,778,2,picture,lure,0
subj15,779,2,picture,lure,0
subj15,780,2,picture,lure,0
subj15,781,2,picture,lure,0
subj15,782,2,picture,lure,0
subj15,783,2,picture,lure,0
subj15,784,2,picture,lure,0
subj15,785,2,picture,lure,0
subj15,786,2,picture,lure,0
subj15,787,2,picture,lure,0
subj15,788,2,picture,lure,0
subj15,789,2,picture,lure,0
subj15,790,2,picture,lure,0
subj15,791,2,picture,lure,0
subj15,792,2,picture,lure,0
subj15,793,2,picture,lure,1
subj15,794,2,picture,lure,0
subj15,795,2,picture,lure,0
subj15,796,2,picture,lure,0
subj15,797,2,picture,lure,0
subj15,798,2,picture,lure,1
subj15,799,2,picture,lure,0
subj15,800,2,picture,lure,0
subj15,801,4,word,target,1
subj15,802,4,word,target,1
subj15,803,4,word,target,0
subj15,804,4,word,target,1
subj15,805,4,word,target,1
subj15,806,4,word,target,1
subj15,807,4,word,target,0
subj15,808,4,word,target,1
subj15,809,4,word,target,0
subj15,810,4,word,target,0
subj15,811,4,word,target,0
subj15,812,4,word,target,1
subj15,813,4,word,target,1
subj15,814,4,word,target,1
subj15,815,4,word,target,1
subj15,816,4,word,target,1
subj15,817,4,word,target,0
subj15,818,4,word,target,1
subj15,819,4,word,target,1
subj15,820,4,word,target,0
subj15,821,4,word,target,1
subj15,822,4,word,target,1
subj15,823,4,word,target,1
subj15,824,4,word,target,0
subj15,825,4,word,target,0
subj15,826,4,word,target,1
subj15,827,4,word,target,1
subj15,828,4,word,target,1
subj15,829,4,word,target,1
subj15,830,4,word,target,1
subj15,831,4,word,target,1
subj15,832,4,word,target,0
subj15,833,4,word,target,1
subj15,834,4,word,target,0
subj15,835,4,word,target,0
subj15,836,4,word,target,1
subj15,837,4,word,target,1
subj15,838,4,word,target,1
subj15,839,4,word,target,0
subj15,840,4,word,target,1
subj15,841,4,word,target,1
subj15,842,4,word,target,1
subj15,843,4,word,target,1
subj15,844,4,word,target,1
subj15,845,4,word,target,0
subj15,846,4,word,target,1
subj15,847,4,word,target,1
subj15,848,4,word,target,0
subj15,849,4,word,target,1
subj15,850,4,word,target,1
subj15,851,4,word,target,0
subj15,852,4,word,target,0
subj15,853,4,word,target,1
subj15,854,4,word,target,1
subj15,855,4,word,target,1
subj15,856,4,word,target,0
subj15,857,4,word,target,1
subj15,858,4,word,target,1
subj15,859,4,word,target,1
subj15,860,4,word,target,1
subj15,861,4,word,target,0
subj15,862,4,word,target,1
subj15,863,4,word,target,1
subj15,864,4,word,target,1
subj15,865,4,word,target,1
subj15,866,4,word,target,0
subj15,867,4,word,target,1
subj15,868,4,word,target,1
subj15,869,4,word,target,1
subj15,870,4,word,target,1
subj15,871,4,word,target,0
subj15,872,4,word,target,0
subj15,873,4,word,target,1
subj15,874,4,word,target,1
subj15,875,4,word,target,1
subj15,876,4,word,target,1
subj15,877,4,word,target,1
subj15,878,4,word,target,1
subj15,879,4,word,target,0
subj15,880,4,word,target,1
subj15,881,4,word,target,0
subj15,882,4,word,target,1
subj15,883,4,word,target,0
subj15,884,4,word,target,1
subj15,885,4,word,target,0
subj15,886,4,word,target,1
subj15,887,4,word,target,1
subj15,888,4,word,target,0
subj15,889,4,word,target,1
subj15,890,4,word,target,1
subj15,891,4,word,target,0
subj15,892,4,word,target,0
subj15,893,4,word,target,1
subj15,894,4,word,target,0
subj15,895,4,word,target,1
subj15,896,4,word,target,1
subj15,897,4,word,target,1
subj15,898,4,word,target,1
subj15,899,4,word,target,0
subj15,900,4,word,target,1
subj15,901,4,word,lure,0
subj15,902,4,word,lure,1
subj15,903,4,word,lure,0
subj15,904,4,word,lure,0
subj15,905,4,word,lure,0
subj15,906,4,word,lure,0
subj15,907,4,word,lure,0
subj15,908,4,word,lure,0
subj15,909,4,word,lure,1
subj15,910,4,word,lure,0
subj15,911,4,word,lure,0
subj15,912,4,word,lure,0
subj15,913,4,word,lure,0
subj15,914,4,word,lure,0
subj15,915,4,word,lure,0
subj15,916,4,word,lure,1
subj15,917,4,word,lure,0
subj15,918,4,word,lure,0
subj15,919,4,word,lure,0
subj15,920,4,word,lure,0
subj15,921,4,word,lure,0
subj15,922,4,word,lure,0
subj15,923,4,word,lure,0
subj15,924,4,word,lure,0
subj15,925,4,word,lure,0
subj15,926,4,word,lure,0
subj15,927,4,word,lure,0
subj15,928,4,word,lure,0
subj15,929,4,word,lure,0
subj15,930,4,word,lure,0
subj15,931,4,word,lure,0
subj15,932,4,word,lure,1
subj15,933,4,word,lure,0
subj15,934,4,word,lure,0
subj15,935,4,word,lure,0
subj15,936,4,word,lure,1
subj15,937,4,word,lure,0
subj15,938,4,word,lure,0
subj15,939,4,word,lure,0
subj15,940,4,word,lure,0
subj15,941,4,word,lure,0
subj15,942,4,word,lure,0
subj15,943,4,word,lure,0
subj15,944,4,word,lure,0
subj15,945,4,word,lure,0
subj15,946,4,word,lure,1
subj15,947,4,word,lure,0
subj15,948,4,word,lure,0
subj15,949,4,word,lure,0
subj15,950,4,word,lure,0
subj15,951,4,word,lure,0
subj15,952,4,word,lure,0
subj15,953,4,word,lure,0
subj15,954,4,word,lure,0
subj15,955,4,word,lure,0
subj15,956,4,word,lure,0
subj15,957,4,word,lure,0
subj15,958,4,word,lure,1
subj15,959,4,word,lure,0
subj15,960,4,word,lure,0
subj15,961,4,word,lure,0
subj15,962,4,word,lure,0
subj15,963,4,word,lure,0
subj15,964,4,word,lure,0
subj15,965,4,word,lure,0
subj15,966,4,word,lure,0
subj15,967,4,word,lure,0
subj15,968,4,word,lure,0
subj15,969,4,word,lure,0
subj15,970,4,word,lure,0
subj15,971,4,word,lure,0
subj15,972,4,word,lure,0
subj15,973,4,word,lure,0
subj15,974,4,word,lure,0
subj15,975,4,word,lure,0
subj15,976,4,word,lure,0
subj15,977,4,word,lure,0
subj15,978,4,word,lure,0
subj15,979,4,word,lure,1
subj15,980,4,word,lure,0
subj15,981,4,word,lure,0
subj15,982,4,word,lure,0
subj15,983,4,word,lure,0
subj15,984,4,word,lure,0
subj15,985,4,word,lure,0
subj15,986,4,word,lure,0
subj15,987,4,word,lure,0
subj15,988,4,word,lure,0
subj15,989,4,word,lure,0
subj15,990,4,word,lure,0
subj15,991,4,word,lure,0
subj15,992,4,word,lure,0
subj15,993,4,word,lure,0
subj15,994,4,word,lure,0
subj15,995,4,word,lure,0
subj15,996,4,word,lure,0
subj15,997,4,word,lure,0
subj15,998,4,word,lure,0
subj15,999,4,word,lure,0
subj15,1000,4,word,lure,0
subj15,1001,4,picture,target,1
subj15,1002,4,picture,target,1
subj15,1003,4,picture,target,1
subj15,1004,4,picture,target,1
subj15,1005,4,picture,target,0
subj15,1006,4,picture,target,1
subj15,1007,4,picture,target,1
subj15,1008,4,picture,target,1
subj15,1009,4,picture,target,1
subj15,1010,4,picture,target,1
subj15,1011,4,picture,target,0
subj15,1012,4,picture,target,1
subj15,1013,4,picture,target,0
subj15,1014,4,picture,target,1
subj15,1015,4,picture,target,1
subj15,1016,4,picture,target,1
subj15,1017,4,picture,target,1
subj15,1018,4,picture,target,1
subj15,1019,4,picture,target,1
subj15,1020,4,picture,target,1
subj15,1021,4,picture,target,1
subj15,1022,4,picture,target,1
subj15,1023,4,picture,target,1
subj15,1024,4,picture,target,0
subj15,1025,4,picture,target,1
subj15,1026,4,picture,target,1
subj15,1027,4,picture,target,1
subj15,1028,4,picture,target,1
subj15,1029,4,picture,target,1
subj15,1030,4,picture,target,0
subj15,1031,4,picture,target,1
subj15,1032,4,picture,target,1
subj15,1033,4,picture,target,1
subj15,1034,4,picture,target,1
subj15,1035,4,picture,target,1
subj15,1036,4,picture,target,1
subj15,1037,4,picture,target,1
subj15,1038,4,picture,target,0
subj15,1039,4,picture,target,1
subj15,1040,4,picture,target,1
subj15,1041,4,picture,target,1
subj15,1042,4,picture,target,1
subj15,1043,4,picture,target,1
subj15,1044,4,picture,target,1
subj15,1045,4,picture,target,1
subj15,1046,4,picture,target,1
subj15,1047,4,picture,target,0
subj15,1048,4,picture,target,1
subj15,1049,4,picture,target,1
subj15,1050,4,picture,target,1
subj15,1051,4,picture,target,1
subj15,1052,4,picture,target,1
subj15,1053,4,picture,target,0
subj15,1054,4,picture,target,1
subj15,1055,4,picture,target,1
subj15,1056,4,picture,target,1
subj15,1057,4,picture,target,1
subj15,1058,4,picture,target,1
subj15,1059,4,picture,target,1
subj15,1060,4,picture,target,1
subj15,1061,4,picture,target,1
subj15,1062,4,picture,target,1
subj15,1063,4,picture,target,1
subj15,1064,4,picture,target,1
subj15,1065,4,picture,target,1
subj15,1066,4,picture,target,0
subj15,1067,4,picture,target,1
subj15,1068,4,picture,target,1
subj15,1069,4,picture,target,1
subj15,1070,4,picture,target,1
subj15,1071,4,picture,target,1
subj15,1072,4,picture,target,1
subj15,1073,4,picture,target,1
subj15,1074,4,picture,target,1
subj15,1075,4,picture,target,1
subj15,1076,4,picture,target,1
subj15,1077,4,picture,target,1
subj15,1078,4,picture,target,1
subj15,1079,4,picture,target,1
subj15,1080,4,picture,target,1
subj15,1081,4,picture,target,1
subj15,1082,4,picture,target,1
subj15,1083,4,picture,target,1
subj15,1084,4,picture,target,1
subj15,1085,4,picture,target,1
subj15,1086,4,picture,target,1
subj15,1087,4,picture,target,1
subj15,1088,4,picture,target,1
subj15,1089,4,picture,target,1
subj15,1090,4,picture,target,1
subj15,1091,4,picture,target,0
subj15,1092,4,picture,target,1
subj15,1093,4,picture,target,0
subj15,1094,4,picture,target,1
subj15,1095,4,picture,target,1
subj15,1096,4,picture,target,1
subj15,1097,4,picture,target,1
subj15,1098,4,picture,target,1
subj15,1099,4,picture,target,1
subj15,1100,4,picture,target,1
subj15,1101,4,picture,lure,0
subj15,1102,4,picture,lure,0
subj15,1103,4,picture,lure,0
subj15,1104,4,picture,lure,0
subj15,1105,4,picture,lure,0
subj15,1106,4,picture,lure,0
subj15,1107,4,picture,lure,0
subj15,1108,4,picture,lure,0
subj15,1109,4,picture,lure,0
subj15,1110,4,picture,lure,0
subj15,1111,4,picture,lure,0
subj15,1112,4,picture,lure,0
subj15,1113,4,picture,lure,0
subj15,1114,4,picture,lure,0
subj15,1115,4,picture,lure,0
subj15,1116,4,picture,lure,0
subj15,1117,4,picture,lure,0
subj15,1118,4,picture,lure,0
subj15,1119,4,picture,lure,0
subj15,1120,4,picture,lure,0
subj15,1121,4,picture,lure,0
subj15,1122,4,picture,lure,0
subj15,1123,4,picture,lure,0
subj15,1124,4,picture,lure,0
subj15,1125,4,picture,lure,0
subj15,1126,4,picture,lure,0
subj15,1127,4,picture,lure,0
subj15,1128,4,picture,lure,1
subj15,1129,4,picture,lure,0
subj15,1130,4,picture,lure,0
subj15,1131,4,picture,lure,0
subj15,1132,4,picture,lure,0
subj15,1133,4,picture,lure,0
subj15,1134,4,picture,lure,0
subj15,1135,4,picture,lure,0
subj15,1136,4,picture,lure,1
subj15,1137,4,picture,lure,0
subj15,1138,4,picture,lure,0
subj15,1139,4,picture,lure,0
subj15,1140,4,picture,lure,0
